Year,Team,Total Prize Money (Year),Number of Tournaments
2008,Carbon,"$55,091.50 ",1
2008,wisdom Nerve victory,"$48,828.01 ",1
2008,ALTERNATE aTTaX,"$45,991.48 ",1
2008,WeMade FOX,"$44,197.69 ",1
2008,Reason Gaming,"$43,556.75 ",1
2008,n!faculty,"$35,734.96 ",1
2008,Berlin Allianz,"$35,000.00 ",1
2008,Serious Gaming,"$34,019.19 ",1
2008,Team Roccat,"$33,631.96 ",1
2008,emuLate!,"$32,630.51 ",1
2008,x3o,"$31,600.80 ",1
2008,Gravitas Gaming,"$29,196.93 ",1
2008,Dallas Venom,"$25,000.00 ",1
2008,OnGameNet SPARKYZ,"$24,627.44 ",1
2008,LowLandLions,"$24,467.96 ",1
2008,Swedish National Team,"$24,377.09 ",1
2008,4Kings,"$24,039.72 ",1
2008,MBCGame HERO,"$23,656.68 ",1
2008,German National Team,"$22,161.00 ",1
2008,x6tence,"$21,389.00 ",1
2008,Mexico City Furia,"$15,000.00 ",1
2008,Sydney Underground,"$15,000.00 ",1
2008,Wuhan Dragon,"$15,000.00 ",1
2008,Spirit of Amiga,"$14,038.13 ",1
2008,Team Acer,"$13,591.00 ",1
2008,Team Zenith,"$13,000.00 ",1
2008,Team VeryGames,"$12,642.99 ",1
2008,eSuba,"$11,277.56 ",1
2008,compLexity Gaming,"$11,000.00 ",1
2008,EHOME,"$9,890.11 ",1
2008,Lunatic-hai,"$9,000.00 ",1
2008,London Mint,"$8,285.56 ",1
2008,Czech National Team,"$7,387.00 ",1
2008,H2K,"$7,175.33 ",1
2008,Danish National Team,"$6,648.30 ",1
2008,TCM Gaming,"$6,566.97 ",1
2008,against All authority,"$6,301.37 ",1
2008,Polish National Team,"$5,909.60 ",1
2008,Hanbit Stars,"$5,655.26 ",1
2008,hoorai,"$5,063.52 ",1
2008,Epsilon eSports,"$5,034.56 ",1
2008,Finnish National Team,"$3,693.50 ",1
2008,French National Team,"$3,693.50 ",1
2008,Woongjin Stars,"$3,676.22 ",1
2008,Team 3D,"$3,500.00 ",1
2008,HellRaisers,"$3,001.62 ",1
2008,Clan 519,"$3,000.00 ",1
2008,Spanish National Team,"$2,954.80 ",1
2008,a-Losers,"$2,807.79 ",1
2008,Team Infused,"$2,323.04 ",1
2008,Slovakian National Team,"$2,216.10 ",1
2008,Empire Arcadia,"$2,170.00 ",1
2008,Millenium,"$2,088.53 ",1
2008,forZe,"$1,958.95 ",1
2008,Begrip Gaming,"$1,858.59 ",1
2008,Chinese National Team,"$1,757.80 ",1
2008,Project EVERSIO,"$1,585.29 ",1
2008,DTS Gaming,"$1,540.96 ",1
2008,Romanian National Team,"$1,477.40 ",1
2008,Hite SPARKYZ,"$1,382.99 ",1
2008,TyLoo,"$1,376.94 ",1
2008,WICKED eSports,"$1,128.00 ",1
2008,I Will Kill You Gaming,$840.29 ,1
2008,Chicago Chimera,$750.00 ,1
2008,Portugese National Team,$738.70 ,1
2008,Broken Tier,$160.00 ,1
2008,Temp.no,$127.46 ,1
2008,Templars of Twilight,$100.00 ,1
2008,Air Force ACE,$0.00 ,1
2007,Chicago Chimera,"$497,000.00 ",1
2007,Final Boss,"$254,891.00 ",1
2007,SK Gaming,"$245,129.08 ",1
2007,Meet Your Makers,"$239,550.98 ",1
2007,CJ Entus,"$203,212.89 ",1
2007,Samsung,"$180,875.37 ",1
2007,MBCGame HERO,"$172,776.58 ",1
2007,Fnatic,"$166,235.17 ",1
2007,4Kings,"$163,948.94 ",1
2007,Carolina Core,"$135,500.00 ",1
2007,Carbon,"$126,187.15 ",1
2007,Pentagram G-Shock,"$125,073.99 ",1
2007,Str8 Rippin,"$106,327.85 ",1
2007,Team NoA,"$96,723.69 ",1
2007,mousesports,"$92,263.92 ",1
2007,Virtus.pro,"$87,251.41 ",1
2007,wisdom Nerve victory,"$83,837.66 ",1
2007,World Elite,"$78,662.39 ",1
2007,Hwaseung OZ,"$76,146.54 ",1
2007,emuLate!,"$74,821.22 ",1
2007,ALTERNATE aTTaX,"$74,454.36 ",1
2007,Birmingham Salvo,"$70,366.71 ",1
2007,compLexity Gaming,"$65,500.00 ",1
2007,MIBR,"$63,512.25 ",1
2007,WeMade FOX,"$59,291.76 ",1
2007,T1,"$53,924.02 ",1
2007,Hanbit Stars,"$53,361.04 ",1
2007,STX SouL,"$51,320.74 ",1
2007,Pantech,"$50,711.19 ",1
2007,Team Dignitas,"$49,253.49 ",1
2007,69°N-28°E,"$45,449.74 ",1
2007,Berlin Allianz,"$35,000.00 ",1
2007,H2K,"$34,542.53 ",1
2007,KT Rolster,"$34,155.44 ",1
2007,Evil Geniuses,"$31,250.00 ",1
2007,mTw,"$28,190.01 ",1
2007,Serious Gaming,"$25,857.91 ",1
2007,London Mint,"$23,801.14 ",1
2007,OnGameNet SPARKYZ,"$22,121.64 ",1
2007,eSTRO,"$21,039.52 ",1
2007,Polish National Team,"$20,514.08 ",1
2007,Begrip Gaming,"$19,709.24 ",1
2007,German National Team,"$18,462.67 ",1
2007,The Last Resistance,"$15,767.53 ",1
2007,Mexico City Furia,"$15,000.00 ",1
2007,Singapore Sword,"$15,000.00 ",1
2007,Stockholm Magnetik,"$15,000.00 ",1
2007,Ninjas in Pyjamas,"$14,729.73 ",1
2007,n!faculty,"$8,851.80 ",1
2007,Professional Skills,"$8,400.00 ",1
2007,CheckSix Gaming,"$8,396.62 ",1
2007,Finnish National Team,"$8,205.63 ",1
2007,Team Roccat,"$8,118.32 ",1
2007,San Francisco Optx,"$8,000.00 ",1
2007,Reason Gaming,"$7,825.30 ",1
2007,Rio Sinistro,"$7,500.00 ",1
2007,Seoul Jinhwa,"$7,500.00 ",1
2007,Sydney Underground,"$7,500.00 ",1
2007,x3o,"$7,500.00 ",1
2007,a-Losers,"$7,417.82 ",1
2007,Danish National Team,"$6,838.03 ",1
2007,JaX Money Crew,"$6,500.00 ",1
2007,Team 3D,"$6,500.00 ",1
2007,forZe,"$5,500.00 ",1
2007,Gravitas Gaming,"$5,392.50 ",1
2007,k23,"$5,071.00 ",1
2007,Broken Tier,"$5,000.00 ",1
2007,Swedish National Team,"$4,786.62 ",1
2007,Spirit of Amiga,"$4,739.45 ",1
2007,against All authority,"$3,616.77 ",1
2007,Norweigan National Team,"$3,419.01 ",1
2007,Templars of Twilight,"$3,018.52 ",1
2007,Empire Arcadia,"$3,000.00 ",1
2007,hoorai,"$2,972.92 ",1
2007,Ukranian National Team,"$2,735.21 ",1
2007,Air Force ACE,"$2,701.05 ",1
2007,Project_kr,"$2,114.50 ",1
2007,eSuba,"$1,988.68 ",1
2007,Dallas Venom,"$1,500.00 ",1
2007,Bulgarian National Team,"$1,367.61 ",1
2007,Hungarian National Team,"$1,367.61 ",1
2007,Ocrana,"$1,316.66 ",1
2007,Team Zenith,"$1,095.53 ",1
2007,goodgame,"$1,014.02 ",1
2007,Crack Clan,"$1,008.50 ",1
2007,starComa,$950.92 ,1
2007,x6tence,$730.00 ,1
2007,Spanish National Team,$683.80 ,1
2007,WICKED eSports,$220.00 ,1
2007,WeRRa,$200.00 ,1
2006,Carbon,"$232,568.00 ",1
2006,SK Gaming,"$203,399.45 ",1
2006,Fnatic,"$199,987.60 ",1
2006,compLexity Gaming,"$171,325.00 ",1
2006,T1,"$170,455.41 ",1
2006,Team 3D,"$154,875.00 ",1
2006,4Kings,"$142,946.93 ",1
2006,KT Rolster,"$140,373.58 ",1
2006,ALTERNATE aTTaX,"$136,412.34 ",1
2006,mousesports,"$134,648.02 ",1
2006,Final Boss,"$134,250.00 ",1
2006,wisdom Nerve victory,"$130,689.64 ",1
2006,CJ Entus,"$118,036.50 ",1
2006,Ninjas in Pyjamas,"$115,209.91 ",1
2006,Meet Your Makers,"$108,074.15 ",1
2006,Str8 Rippin,"$104,075.00 ",1
2006,Pentagram G-Shock,"$93,787.29 ",1
2006,Virtus.pro,"$80,873.04 ",1
2006,Pantech,"$78,247.03 ",1
2006,MIBR,"$71,248.57 ",1
2006,OnGameNet SPARKYZ,"$55,914.22 ",1
2006,Samsung,"$48,820.68 ",1
2006,against All authority,"$35,658.44 ",1
2006,Team NoA,"$32,827.82 ",1
2006,hoorai,"$28,769.49 ",1
2006,MBCGame HERO,"$27,345.98 ",1
2006,Swedish National Team,"$26,780.25 ",1
2006,Hwaseung OZ,"$24,947.33 ",1
2006,Spirit of Amiga,"$21,125.90 ",1
2006,World Elite,"$21,033.16 ",1
2006,a-Losers,"$20,372.24 ",1
2006,Serious Gaming,"$17,481.75 ",1
2006,Pirates of Space,"$16,497.31 ",1
2006,JaX Money Crew,"$15,550.00 ",1
2006,x6tence,"$14,376.25 ",1
2006,Team Dignitas,"$13,856.83 ",1
2006,mTw,"$13,618.53 ",1
2006,Clan 519,"$13,000.00 ",1
2006,CheckSix Gaming,"$11,375.00 ",1
2006,German National Team,"$10,839.62 ",1
2006,Lunatic-hai,"$10,500.00 ",1
2006,Greatest Ones,"$10,154.40 ",1
2006,Clan Kapitol,"$9,642.26 ",1
2006,Norweigan National Team,"$9,564.37 ",1
2006,Chinese National Team,"$8,000.00 ",1
2006,starComa,"$8,000.00 ",1
2006,Team Acer,"$8,000.00 ",1
2006,Team Catch-Gamer,"$7,688.78 ",1
2006,goodgame,"$7,552.78 ",1
2006,Polish National Team,"$7,013.87 ",1
2006,Empire Arcadia,"$7,000.00 ",1
2006,Korean National Team,"$7,000.00 ",1
2006,emuLate!,"$6,429.53 ",1
2006,Begrip Gaming,"$6,000.00 ",1
2006,Hanbit Stars,"$5,023.38 ",1
2006,Project_kr,"$5,000.00 ",1
2006,Evil Geniuses,"$4,975.00 ",1
2006,STX SouL,"$4,739.02 ",1
2006,Bulgarian National Team,"$4,463.37 ",1
2006,69°N-28°E,"$3,000.00 ",1
2006,Reason Gaming,"$2,864.34 ",1
2006,Hungarian National Team,"$2,550.50 ",1
2006,k23,"$1,841.82 ",1
2006,French National Team,"$1,275.25 ",1
2006,Russian National Team,"$1,275.25 ",1
2006,x3o,"$1,250.00 ",1
2006,Templars of Twilight,$800.75 ,1
2006,Broken Tier,$500.00 ,1
2006,n!faculty,$399.77 ,1
2005,Fnatic,"$358,925.34 ",1
2005,Clan Kapitol,"$231,000.00 ",1
2005,Team 3D,"$173,250.00 ",1
2005,SK Gaming,"$168,117.40 ",1
2005,mousesports,"$160,830.51 ",1
2005,4Kings,"$105,607.90 ",1
2005,Greatest Ones,"$91,964.64 ",1
2005,T1,"$89,031.97 ",1
2005,wisdom Nerve victory,"$87,827.24 ",1
2005,compLexity Gaming,"$81,260.28 ",1
2005,KT Rolster,"$78,306.75 ",1
2005,Pirates of Space,"$71,566.52 ",1
2005,Begrip Gaming,"$55,552.06 ",1
2005,Pantech,"$54,502.42 ",1
2005,Team NoA,"$52,000.00 ",1
2005,Team Catch-Gamer,"$51,574.83 ",1
2005,Virtus.pro,"$50,779.53 ",1
2005,Ninjas in Pyjamas,"$47,834.16 ",1
2005,Hanbit Stars,"$39,160.00 ",1
2005,mTw,"$34,154.11 ",1
2005,Lunatic-hai,"$33,240.42 ",1
2005,Str8 Rippin,"$31,600.00 ",1
2005,Project_kr,"$30,000.00 ",1
2005,World Elite,"$27,543.54 ",1
2005,Ocrana,"$25,519.74 ",1
2005,Evil Geniuses,"$25,400.00 ",1
2005,Pentagram G-Shock,"$25,205.69 ",1
2005,k23,"$25,000.00 ",1
2005,MIBR,"$20,572.83 ",1
2005,team9,"$20,094.47 ",1
2005,CheckSix Gaming,"$17,700.00 ",1
2005,JaX Money Crew,"$12,900.00 ",1
2005,Shoot To Kill,"$11,500.00 ",1
2005,goodgame,"$10,996.41 ",1
2005,a-Losers,"$9,578.47 ",1
2005,Meet Your Makers,"$9,480.86 ",1
2005,ALTERNATE aTTaX,"$9,224.16 ",1
2005,Astralis (Finnish),"$9,087.20 ",1
2005,German National Team,"$7,690.63 ",1
2005,The Titans,"$7,367.50 ",1
2005,Clan 519,"$5,650.00 ",1
2005,DefuseKids,"$5,000.00 ",1
2005,Swedish National Team,"$4,922.00 ",1
2005,Bulgarian National Team,"$4,306.75 ",1
2005,French National Team,"$4,306.75 ",1
2005,M19,"$4,000.00 ",1
2005,STX SouL,"$3,950.63 ",1
2005,EYEBALLERS,"$3,621.29 ",1
2005,against All authority,"$2,891.68 ",1
2005,Carbon,"$2,689.75 ",1
2005,Austrian National Team,"$2,461.00 ",1
2005,Serious Gaming,"$2,000.00 ",1
2005,x6tence,"$2,000.00 ",1
2005,n!faculty,"$1,450.32 ",1
2005,Danish National Team,$922.88 ,1
2005,Destination-Skyline,$395.92 ,1
2005,forZe,$300.00 ,1
2005,Broken Tier,$0.00 ,1
2005,Empire Arcadia,$0.00 ,1
2005,Samsung,$0.00 ,1
2005,StarTale,$0.00 ,1
2004,SK Gaming,"$155,157.85 ",1
2004,The Titans,"$98,043.69 ",1
2004,T1,"$93,272.30 ",1
2004,Hanbit Stars,"$76,517.49 ",1
2004,Pantech,"$68,530.00 ",1
2004,KT Rolster,"$66,064.81 ",1
2004,Team 3D,"$64,500.00 ",1
2004,4Kings,"$64,276.50 ",1
2004,Fnatic,"$58,812.01 ",1
2004,EYEBALLERS,"$56,604.59 ",1
2004,Team NoA,"$53,746.11 ",1
2004,mousesports,"$52,138.66 ",1
2004,spiXel,"$48,130.12 ",1
2004,Destination-Skyline,"$41,153.79 ",1
2004,Clan 519,"$40,000.00 ",1
2004,mTw,"$36,507.60 ",1
2004,Clan Kapitol,"$34,550.00 ",1
2004,Virtus.pro,"$33,268.23 ",1
2004,Ocrana,"$28,591.39 ",1
2004,Greatest Ones,"$27,993.59 ",1
2004,Swedish National Team,"$20,854.03 ",1
2004,Pirates of Space,"$17,144.57 ",1
2004,MIBR,"$17,000.00 ",1
2004,Pentagram G-Shock,"$13,309.56 ",1
2004,compLexity Gaming,"$13,000.00 ",1
2004,goodgame,"$10,071.64 ",1
2004,Shoot To Kill,"$9,115.00 ",1
2004,Begrip Gaming,"$9,000.00 ",1
2004,Evil Geniuses,"$6,500.00 ",1
2004,American National Team,"$6,000.00 ",1
2004,wisdom Nerve victory,"$4,800.00 ",1
2004,Astralis (Finnish),"$4,750.59 ",1
2004,ALTERNATE aTTaX,"$4,501.75 ",1
2004,Austrian National Team,"$4,221.01 ",1
2004,against All authority,"$2,418.12 ",1
2004,French National Team,"$2,412.01 ",1
2004,German National Team,"$2,412.01 ",1
2004,Belarusian National Team,"$2,000.00 ",1
2004,Russian National Team,"$2,000.00 ",1
2004,STX SouL,"$1,859.95 ",1
2004,Finnish National Team,"$1,809.01 ",1
2004,a-Losers,"$1,801.05 ",1
2004,Carbon,"$1,731.00 ",1
2004,Danish National Team,"$1,507.50 ",1
2004,Samsung,$929.97 ,1
2004,Bulgarian National Team,$904.50 ,1
2004,Meet Your Makers,$700.00 ,1
2004,M19,$242.81 ,1
2004,Empire Arcadia,$0.00 ,1
2004,StarTale,$0.00 ,1
2003,SK Gaming,"$268,828.24 ",1
2003,team9,"$128,296.31 ",1
2003,mousesports,"$61,875.00 ",1
2003,KT Rolster,"$54,290.23 ",1
2003,Team 3D,"$50,500.00 ",1
2003,Clan 519,"$36,000.00 ",1
2003,a-Losers,"$32,379.00 ",1
2003,Greatest Ones,"$31,634.60 ",1
2003,4Kings,"$24,938.77 ",1
2003,Team NoA,"$21,000.00 ",1
2003,Fnatic,"$16,051.71 ",1
2003,STX SouL,"$15,509.89 ",1
2003,Hanbit Stars,"$14,015.73 ",1
2003,Dutch National Team,"$14,000.00 ",1
2003,Taiwanese National Team,"$14,000.00 ",1
2003,goodgame,"$12,000.00 ",1
2003,eoLithic,"$10,856.47 ",1
2003,MIBR,"$9,380.84 ",1
2003,German National Team,"$7,000.00 ",1
2003,Korean National Team,"$7,000.00 ",1
2003,Spanish National Team,"$7,000.00 ",1
2003,mTw,"$6,768.76 ",1
2003,American National Team,"$5,000.00 ",1
2003,British National Team,"$5,000.00 ",1
2003,Kazakh National Team,"$5,000.00 ",1
2003,Pirates of Space,"$4,217.95 ",1
2003,Shoot To Kill,"$4,000.00 ",1
2003,Clan Kapitol,"$3,000.00 ",1
2003,EYEBALLERS,"$2,389.07 ",1
2003,French National Team,"$2,000.00 ",1
2003,Italian National Team,"$2,000.00 ",1
2003,Russian National Team,"$2,000.00 ",1
2003,against All authority,"$1,728.65 ",1
2003,Samsung,$929.97 ,1
2003,GameOnline,$882.37 ,1
2003,Empire Arcadia,$0.00 ,1
2002,SK Gaming,"$64,527.74 ",1
2002,Hanbit Stars,"$44,159.03 ",1
2002,M19,"$40,000.00 ",1
2002,GameOnline,"$35,000.00 ",1
2002,Team 3D,"$33,000.00 ",1
2002,mousesports,"$27,042.67 ",1
2002,mTw,"$20,339.35 ",1
2002,Clan Kapitol,"$15,000.00 ",1
2002,against All authority,"$9,538.96 ",1
2002,Ninjas in Pyjamas,"$9,205.81 ",1
2002,goodgame,"$5,920.58 ",1
2002,eoLithic,"$5,916.40 ",1
2002,Clan 519,"$5,000.00 ",1
2002,KT Rolster,"$4,913.16 ",1
2002,Evil Geniuses,"$1,000.00 ",1
2002,n!faculty,$460.29 ,1
2002,Greatest Ones,$0.00 ,1
2001,Ninjas in Pyjamas,"$70,519.32 ",1
2001,Clan 519,"$55,300.00 ",1
2001,Clan Kapitol,"$53,172.65 ",1
2001,mTw,"$37,924.81 ",1
2001,Greatest Ones,"$13,161.00 ",1
2001,SK Gaming,"$13,071.99 ",1
2001,Spirit of Amiga,"$10,470.20 ",1
2001,Swedish National Team,"$8,000.00 ",1
2001,Chinese National Team,"$6,000.00 ",1
2001,Korean National Team,"$6,000.00 ",1
2001,German National Team,"$5,000.00 ",1
2001,Japanese National Team,"$3,000.00 ",1
2001,Russian National Team,"$3,000.00 ",1
2001,goodgame,"$2,991.36 ",1
2001,4Kings,"$2,236.04 ",1
2001,Canadian National Team,"$2,000.00 ",1
2001,Unitary Guerilla Platoon,"$1,000.00 ",1
2001,Ocrana,$944.15 ,1
2001,Team 3D,$800.00 ,1
2001,Hanbit Stars,$0.00 ,1
2001,KT Rolster,$0.00 ,1
2001,M19,$0.00 ,1
2000,Clan Kapitol,"$95,724.32 ",1
2000,Clan 519,"$59,850.00 ",1
2000,Greatest Ones,"$33,988.75 ",1
2000,Ninjas in Pyjamas,"$6,051.60 ",1
2000,mTw,"$3,314.50 ",1
2000,Team 3D,"$1,300.00 ",1
2000,SK Gaming,$876.33 ,1
2000,goodgame,$701.07 ,1
2000,4Kings,$438.17 ,1
2000,Ocrana,$438.17 ,1
1999,Team 3D,"$15,000.00 ",1
1999,Clan Kapitol,"$4,000.00 ",1
