Year,Team,Total Prize Money (Year),Number of Tournaments
2016,Grow uP Gaming,$426.58 ,1
2016,orKs Grand Poitiers,$407.49 ,1
2016,Sector One,$375.00 ,1
2016,SYF Gaming,$375.00 ,1
2016,Obey Alliance,$347.48 ,1
2016,Project EVERSIO,$319.94 ,1
2016,Redbloods,$309.55 ,1
2016,GameTyrant,$255.00 ,1
2016,The Steam Co,$251.00 ,1
2016,Copenhagen Flames,$250.00 ,1
2016,Kungarna,$240.00 ,1
2016,Ionic.gg,$211.96 ,1
2016,Belarusian National Team,$189.02 ,1
2016,Team XENEX,$188.57 ,1
2016,BOT,$185.24 ,1
2016,Apocalypse eSports,$169.25 ,1
2016,GamersLeague eSport,$154.95 ,1
2016,Kids Next Door,$136.00 ,1
2016,KATT5,$114.80 ,1
2016,Team Menace.fi,$111.59 ,1
2016,Permafrost Gaming,$100.62 ,1
2016,Suomi,$75.00 ,1
2016,Defenses Geniuses,$73.06 ,1
2016,BOXR,$48.37 ,1
2016,Geeky Goon Squad,$44.94 ,1
2016,Rulers of Rome,$40.00 ,1
2016,Rabbit Deaf e-Sports,$36.53 ,1
2016,Vietnam Legends,$28.57 ,1
2016,Aptitude E-Sports,$28.05 ,1
2016,Empire Arcadia,$28.00 ,1
2016,GuildWars,$21.92 ,1
2015,Evil Geniuses,"$8,951,905.73 ",1
2015,CDEC Gaming,"$3,295,814.38 ",1
2015,LGD Gaming,"$3,232,952.06 ",1
2015,Vici Gaming,"$2,632,294.23 ",1
2015,Team Secret,"$2,227,276.09 ",1
2015,Virtus.pro,"$2,197,178.53 ",1
2015,COGnitive Gaming,"$1,806,726.48 ",1
2015,EHOME,"$1,630,477.11 ",1
2015,T1,"$1,531,484.02 ",1
2015,Cloud9,"$1,515,540.67 ",1
2015,Fnatic,"$1,480,906.62 ",1
2015,MVP,"$1,301,135.29 ",1
2015,OG,"$1,203,634.00 ",1
2015,Natus Vincere,"$1,037,897.56 ",1
2015,Invictus Gaming,"$947,513.87 ",1
2015,Team SoloMid,"$903,676.74 ",1
2015,Titan eSports,"$689,300.57 ",1
2015,Team Liquid,"$674,761.31 ",1
2015,Alliance,"$645,007.25 ",1
2015,Team Envy,"$641,260.79 ",1
2015,Team Empire,"$631,822.75 ",1
2015,EDward Gaming,"$621,063.20 ",1
2015,Denial Esports,"$617,238.74 ",1
2015,HellRaisers,"$555,658.17 ",1
2015,Ninjas in Pyjamas,"$501,428.00 ",1
2015,SK Gaming,"$498,422.77 ",1
2015,OpTic Gaming,"$446,227.00 ",1
2015,Team Dignitas,"$437,160.43 ",1
2015,KT Rolster,"$401,380.59 ",1
2015,compLexity Gaming,"$363,830.85 ",1
2015,ROX Gaming,"$362,745.58 ",1
2015,Counter Logic Gaming,"$329,423.83 ",1
2015,Jin Air Green Wings,"$321,353.86 ",1
2015,Flash Wolves,"$304,693.43 ",1
2015,eStar Gaming,"$302,599.71 ",1
2015,FaZe Clan,"$302,088.00 ",1
2015,OMG,"$265,849.29 ",1
2015,Newbee,"$257,912.69 ",1
2015,Vega Squadron,"$257,278.77 ",1
2015,Origen,"$241,357.36 ",1
2015,ahq e-Sports Club,"$225,527.16 ",1
2015,Nihilum Gaming,"$224,432.42 ",1
2015,Tempo Storm,"$223,691.73 ",1
2015,Millenium,"$219,786.48 ",1
2015,Big God,"$218,550.13 ",1
2015,ROOT Gaming,"$216,548.13 ",1
2015,CJ Entus,"$205,961.53 ",1
2015,G2 Esports,"$195,199.53 ",1
2015,Luminosity Gaming,"$187,679.85 ",1
2015,PENTA Sports,"$177,186.65 ",1
2015,mousesports,"$172,665.90 ",1
2015,Rave,"$164,842.44 ",1
2015,Team Archon,"$163,238.04 ",1
2015,Snake Esports,"$163,107.91 ",1
2015,World Elite,"$161,231.67 ",1
2015,HyperGloryTeam,"$157,023.75 ",1
2015,Epsilon eSports,"$154,546.18 ",1
2015,mYinsanity,"$148,214.39 ",1
2015,Royal Never Give Up,"$144,323.40 ",1
2015,Elevate,"$136,556.00 ",1
2015,TongFu,"$133,981.68 ",1
2015,Team DK,"$131,166.98 ",1
2015,Prophecy,"$121,630.00 ",1
2015,Enemy,"$120,482.00 ",1
2015,Qiao Gu Reapers,"$117,910.10 ",1
2015,FlipSid3 Tactics,"$110,833.68 ",1
2015,Bad Monkey Gaming,"$110,348.73 ",1
2015,Paradigm,"$110,000.00 ",1
2015,4 Clovers & Lepricon,"$105,298.45 ",1
2015,London Conspiracy,"$102,376.05 ",1
2015,Samsung,"$100,517.76 ",1
2015,Team Eager,"$95,500.00 ",1
2015,paiN Gaming,"$84,967.31 ",1
2015,Team Roccat,"$83,983.38 ",1
2015,H2K,"$83,525.00 ",1
2015,American National Team,"$80,522.00 ",1
2015,Radical Online X-tremists,"$78,056.95 ",1
2015,Team Malaysia,"$75,326.27 ",1
2015,Team LDLC.com,"$72,904.15 ",1
2015,Mineski,"$72,448.08 ",1
2015,Keyd Stars,"$72,016.48 ",1
2015,Automatic Reload,"$71,575.00 ",1
2015,ESC Ever,"$71,453.24 ",1
2015,Bangkok Titans,"$71,381.20 ",1
2015,Wings Gaming,"$66,394.40 ",1
2015,Reason Gaming,"$65,849.43 ",1
2015,Team Acer,"$65,748.92 ",1
2015,Team KaLiBeR,"$65,285.52 ",1
2015,Mindfreak,"$62,306.75 ",1
2015,X-Team,"$55,546.94 ",1
2015,CM Storm,"$55,544.52 ",1
2015,Team Celestial,"$55,480.53 ",1
2015,Rise Nation,"$55,450.00 ",1
2015,Team Kinguin,"$54,250.00 ",1
2015,Team Infused,"$53,791.31 ",1
2015,Saigon Jokers,"$51,827.83 ",1
2015,French National Team,"$50,000.00 ",1
2015,Kaos Latin Gamers,"$48,000.00 ",1
2015,Dead Pixels,"$47,963.57 ",1
2015,Renegades,"$47,511.34 ",1
2015,Exile5,"$47,038.87 ",1
2015,SBENU,"$46,537.89 ",1
2015,Team Property,"$45,890.93 ",1
2015,INTZ eSports,"$45,580.95 ",1
2015,Team Impulse,"$43,000.00 ",1
2015,Winterfox,"$42,089.26 ",1
2015,Hard Random,"$41,007.50 ",1
2015,Hong Kong Esports,"$40,695.44 ",1
2015,Splyce,"$38,238.75 ",1
2015,Conquest,"$37,500.00 ",1
2015,Incredible Miracle,"$37,220.08 ",1
2015,(monkey) Business,"$37,194.00 ",1
2015,Unicorns of Love,"$37,000.00 ",1
2015,Zenith of Origin,"$35,943.61 ",1
2015,3sUP Enterprises,"$35,626.66 ",1
2015,Taipei Assassins,"$34,838.75 ",1
2015,TCM Gaming,"$34,212.32 ",1
2015,Copenhagen Wolves,"$33,881.87 ",1
2015,Wayi Spider,"$33,823.77 ",1
2015,Moscow Five,"$33,529.24 ",1
2015,Team Dragon Knights,"$33,500.00 ",1
2015,NaJin e-mFire,"$33,136.16 ",1
2015,Planetkey Dynamics,"$32,770.32 ",1
2015,Team Question Mark,"$32,060.56 ",1
2015,GamersOrigin,"$31,665.79 ",1
2015,TnC Gaming,"$31,626.20 ",1
2015,Chiefs Esports Club,"$31,109.44 ",1
2015,Lyon Gaming,"$31,060.05 ",1
2015,Team Hearthlytics,"$30,760.00 ",1
2015,ESC Gaming,"$30,422.96 ",1
2015,Power Rangers,"$30,411.17 ",1
2015,ALTERNATE aTTaX,"$28,661.87 ",1
2015,Team King,"$28,477.40 ",1
2015,Invasion eSport,"$25,566.50 ",1
2015,Boreal eSports,"$25,408.45 ",1
2015,Polish National Team,"$25,000.00 ",1
2015,Project_kr,"$25,000.00 ",1
2015,Masters 3,"$24,718.00 ",1
2015,Panda Global,"$24,687.97 ",1
2015,Trig Esports,"$24,512.24 ",1
2015,Avant Gaming,"$23,613.25 ",1
2015,LowLandLions,"$23,196.73 ",1
2015,Team Fusion,"$23,000.00 ",1
2015,froyotech,"$22,847.92 ",1
2015,True eSport,"$22,585.32 ",1
2015,x6tence,"$22,147.52 ",1
2015,Team Coast,"$22,000.00 ",1
2015,Kuala Lumpur Hunters,"$21,681.46 ",1
2015,VwS Gaming,"$20,253.31 ",1
2015,eSuba,"$20,154.69 ",1
2015,against All authority,"$19,718.12 ",1
2015,Ex Nihilo,"$19,551.02 ",1
2015,Legacy eSports,"$19,016.26 ",1
2015,Prime,"$18,445.69 ",1
2015,Made in Thailand,"$18,175.00 ",1
2015,Method,"$18,050.00 ",1
2015,Fraternitas,"$17,700.63 ",1
2015,Hong Kong Attitude,"$17,554.21 ",1
2015,Speed Gaming,"$17,226.94 ",1
2015,Epiphany Bolt,"$16,970.63 ",1
2015,EURONICS Gaming,"$16,331.45 ",1
2015,Hyper Youth Gaming,"$16,108.00 ",1
2015,Chinese National Team,"$16,104.40 ",1
2015,Rising Stars Gaming,"$16,101.82 ",1
2015,Dark Passage,"$15,929.08 ",1
2015,Torpedo Gaming,"$15,912.85 ",1
2015,OverGaming,"$15,810.29 ",1
2015,Fade 2 Karma,"$15,142.71 ",1
2015,Odyssey Gaming,"$15,000.00 ",1
2015,Cats Gaming,"$14,700.16 ",1
2015,Team Tinker,"$13,966.00 ",1
2015,Imaginary Gaming,"$13,730.92 ",1
2015,Team Orbit,"$13,683.10 ",1
2015,CNB e-Sports Club,"$13,248.98 ",1
2015,Bob Question Mark,"$13,240.19 ",1
2015,FM eSports,"$13,152.15 ",1
2015,StarTale,"$12,942.00 ",1
2015,nerdRage,"$12,878.83 ",1
2015,Rebels Anarchy,"$12,814.95 ",1
2015,Vitality,"$12,750.00 ",1
2015,E-corp Gaming,"$12,573.38 ",1
2015,Giants Gaming,"$12,425.68 ",1
2015,Noble eSports,"$12,250.00 ",1
2015,Aware Gaming,"$11,934.31 ",1
2015,JusTus,"$11,780.00 ",1
2015,DetonatioN,"$11,467.30 ",1
2015,Lounge Gaming,"$11,462.07 ",1
2015,CLASH Tournaments,"$11,459.88 ",1
2015,Signature Gaming,"$11,150.16 ",1
2015,Beşiktaş e-Sports Club,"$11,069.71 ",1
2015,Brave e-Sports,"$10,939.54 ",1
2015,Space Soldiers,"$10,640.27 ",1
2015,AT Gaming,"$10,609.94 ",1
2015,Axiom eSports,"$10,244.95 ",1
2015,Gale Force eSports,"$10,200.00 ",1
2015,Meet Your Makers,"$10,071.50 ",1
2015,Enigma6 Group,"$10,000.00 ",1
2015,Big3,"$9,662.15 ",1
2015,Arcade eSports,"$9,425.93 ",1
2015,TyLoo,"$9,416.17 ",1
2015,KaBuM! e-Sports,"$9,359.80 ",1
2015,LGB eSports,"$9,271.90 ",1
2015,Dire Wolves,"$9,178.32 ",1
2015,Exertus eSports,"$8,781.07 ",1
2015,3DMAX,"$8,663.00 ",1
2015,Team Spirit,"$8,500.00 ",1
2015,Melee it on Me,"$8,350.51 ",1
2015,Unlimited Potential,"$8,329.40 ",1
2015,Smash Studios,"$8,258.00 ",1
2015,Star Horn Royal Club,"$8,059.20 ",1
2015,PSISTORM Gaming,"$7,743.45 ",1
2015,Russian National Team,"$7,500.00 ",1
2015,Swedish National Team,"$7,500.00 ",1
2015,Bravado Gaming,"$7,259.65 ",1
2015,The Steam Co,"$6,980.50 ",1
2015,Team No Limit,"$6,908.55 ",1
2015,T Show,"$6,616.32 ",1
2015,k1ck eSports Club,"$6,517.07 ",1
2015,GameTV,"$6,477.00 ",1
2015,Cascade,"$6,432.89 ",1
2015,Control Gaming,"$6,241.17 ",1
2015,Tricked eSports,"$6,112.80 ",1
2015,Dream Team,"$5,655.00 ",1
2015,Trail Gaming League,"$5,577.25 ",1
2015,Team Karma,"$5,548.59 ",1
2015,Quarter after Midnight,"$5,071.73 ",1
2015,Execration,"$5,000.00 ",1
2015,Most Valuable Gaming,"$4,883.75 ",1
2015,Chaos Esports Club,"$4,872.00 ",1
2015,Assassin Sniper,"$4,762.35 ",1
2015,Str8 Rippin,"$4,550.00 ",1
2015,Team XENEX,"$4,320.63 ",1
2015,Redbloods,"$4,130.41 ",1
2015,VanQuish,"$4,105.40 ",1
2015,VGBootCamp,"$4,074.79 ",1
2015,Vox Eminor,"$4,071.14 ",1
2015,Isurus Gaming,"$4,000.00 ",1
2015,Infamous,"$3,706.66 ",1
2015,Temp.no,"$3,484.52 ",1
2015,Broken Tier,"$3,468.00 ",1
2015,INSHOCK,"$3,327.50 ",1
2015,Empire Arcadia,"$3,253.50 ",1
2015,Energy Esports,"$3,164.81 ",1
2015,Team Meka,"$3,158.70 ",1
2015,Team Invited,"$3,153.43 ",1
2015,Fatal Ambition,"$3,000.00 ",1
2015,exceL eSports,"$2,839.13 ",1
2015,Vicious Syndicate Gaming,"$2,750.00 ",1
2015,Team LeiFeng,"$2,727.89 ",1
2015,The MongolZ,"$2,700.00 ",1
2015,Playing Ducks,"$2,614.61 ",1
2015,IsIMBA,"$2,614.41 ",1
2015,El NeXo,"$2,607.48 ",1
2015,MKZ,"$2,508.55 ",1
2015,Canadian National Team,"$2,500.00 ",1
2015,Gambit Esports,"$2,500.00 ",1
2015,German National Team,"$2,500.00 ",1
2015,Kyrgyzsian National Team,"$2,500.00 ",1
2015,Norweigan National Team,"$2,500.00 ",1
2015,Trident Esports,"$2,240.20 ",1
2015,ENCE eSports,"$2,175.44 ",1
2015,Strictly Business,"$2,140.00 ",1
2015,MnM Gaming,"$1,784.70 ",1
2015,Lets Play,"$1,776.26 ",1
2015,Carbon,"$1,655.95 ",1
2015,Even Matchup Gaming,"$1,556.65 ",1
2015,SYF Gaming,"$1,400.00 ",1
2015,Team Heir,"$1,326.65 ",1
2015,Brutality,"$1,278.07 ",1
2015,I Will Kill You Gaming,"$1,183.17 ",1
2015,AntiBeat Multigaming,"$1,107.97 ",1
2015,Mortality,"$1,092.00 ",1
2015,Elite Wolves,"$1,000.00 ",1
2015,Inspire Esports,"$1,000.00 ",1
2015,Team FeaR,"$1,000.00 ",1
2015,Team Symthic,"$1,000.00 ",1
2015,DuSt Gaming,$960.13 ,1
2015,Team Lucky Draw,$888.34 ,1
2015,Team Curse,$857.50 ,1
2015,Team LEISURE,$717.62 ,1
2015,VfL Wolfsburg,$706.64 ,1
2015,Frequency,$600.00 ,1
2015,Haven Esports,$562.40 ,1
2015,Team expert,$560.76 ,1
2015,CeX,$554.38 ,1
2015,Mythic,$500.00 ,1
2015,Team Menace.fi,$481.86 ,1
2015,Team Tower,$400.00 ,1
2015,NewRoSoft,$368.91 ,1
2015,CheckSix Gaming,$350.00 ,1
2015,Project EVERSIO,$329.22 ,1
2015,Lemondogs,$300.00 ,1
2015,Circa eSports,$272.26 ,1
2015,Supersonic Avengers,$225.56 ,1
2015,Vexed Gaming,$175.00 ,1
2015,Romandy Gaming,$153.92 ,1
2015,Olympus Esports,$152.40 ,1
2015,Team Xcution,$151.40 ,1
2015,Team Immunity,$150.00 ,1
2015,XMG,$145.77 ,1
2015,VRS Coanda Simsport,$140.69 ,1
2015,iBUYPOWER,$125.00 ,1
2015,Apex Racing Team,$84.42 ,1
2015,Team Nv,$69.23 ,1
2015,Team YP,$51.00 ,1
2015,2GGaming,$42.90 ,1
2014,Newbee,"$5,492,099.13 ",1
2014,Vici Gaming,"$2,048,666.15 ",1
2014,Evil Geniuses,"$1,764,935.80 ",1
2014,Samsung,"$1,505,705.74 ",1
2014,Cloud9,"$1,433,172.56 ",1
2014,Team DK,"$1,233,307.00 ",1
2014,Natus Vincere,"$1,179,922.41 ",1
2014,Invictus Gaming,"$1,178,578.53 ",1
2014,LGD Gaming,"$826,371.30 ",1
2014,Fnatic,"$581,099.62 ",1
2014,Virtus.pro,"$561,674.72 ",1
2014,T1,"$535,319.88 ",1
2014,compLexity Gaming,"$499,863.81 ",1
2014,EDward Gaming,"$471,152.84 ",1
2014,KT Rolster,"$455,067.70 ",1
2014,Alliance,"$446,825.56 ",1
2014,Taipei Assassins,"$385,699.39 ",1
2014,Team Liquid,"$357,033.23 ",1
2014,Star Horn Royal Club,"$343,995.86 ",1
2014,Ninjas in Pyjamas,"$338,957.35 ",1
2014,Team SoloMid,"$290,621.80 ",1
2014,Jin Air Green Wings,"$285,042.93 ",1
2014,Team Envy,"$281,949.81 ",1
2014,OMG,"$268,072.87 ",1
2014,Team Empire,"$264,107.47 ",1
2014,Team Secret,"$238,183.00 ",1
2014,Team LDLC.com,"$225,453.77 ",1
2014,SK Gaming,"$213,845.40 ",1
2014,Team Dignitas,"$210,327.33 ",1
2014,Team Acer,"$206,957.45 ",1
2014,World Elite,"$206,570.99 ",1
2014,OpTic Gaming,"$196,922.41 ",1
2014,Flash Wolves,"$188,447.11 ",1
2014,ahq e-Sports Club,"$184,347.81 ",1
2014,MVP,"$182,283.45 ",1
2014,NaJin e-mFire,"$174,586.39 ",1
2014,CJ Entus,"$171,038.95 ",1
2014,mousesports,"$169,987.74 ",1
2014,StarTale,"$156,482.06 ",1
2014,mYinsanity,"$151,292.22 ",1
2014,Titan eSports,"$142,288.46 ",1
2014,Team Curse,"$132,003.60 ",1
2014,Team King,"$123,696.53 ",1
2014,Team Roccat,"$120,155.44 ",1
2014,Millenium,"$119,766.08 ",1
2014,Team Tinker,"$110,473.09 ",1
2014,Team Archon,"$107,156.45 ",1
2014,Strictly Business,"$105,490.00 ",1
2014,COGnitive Gaming,"$105,235.90 ",1
2014,FaZe Clan,"$101,921.20 ",1
2014,Rave,"$99,105.99 ",1
2014,LMQ,"$92,700.00 ",1
2014,Dark Passage,"$88,054.64 ",1
2014,Hong Kong Attitude,"$87,242.63 ",1
2014,Tempo Storm,"$85,702.97 ",1
2014,TCM Gaming,"$82,375.44 ",1
2014,CM Storm,"$81,840.09 ",1
2014,Bad Monkey Gaming,"$79,332.62 ",1
2014,iBUYPOWER,"$78,007.46 ",1
2014,Incredible Miracle,"$75,864.36 ",1
2014,Denial Esports,"$75,253.27 ",1
2014,TongFu,"$73,607.55 ",1
2014,paiN Gaming,"$71,749.39 ",1
2014,ROOT Gaming,"$71,441.97 ",1
2014,Radical Online X-tremists,"$70,749.57 ",1
2014,HellRaisers,"$70,211.24 ",1
2014,KaBuM! e-Sports,"$65,858.93 ",1
2014,Empire Arcadia,"$64,589.60 ",1
2014,Meet Your Makers,"$61,919.08 ",1
2014,Lyon Gaming,"$60,500.00 ",1
2014,Axiom eSports,"$59,624.47 ",1
2014,Reason Gaming,"$59,351.01 ",1
2014,Epsilon eSports,"$54,171.68 ",1
2014,Unicorns of Love,"$48,377.94 ",1
2014,Planetkey Dynamics,"$48,337.65 ",1
2014,H2K,"$48,186.64 ",1
2014,Alien Invasion,"$47,639.23 ",1
2014,Avant Gaming,"$45,882.36 ",1
2014,Keyd Stars,"$43,527.03 ",1
2014,Rise Nation,"$41,295.00 ",1
2014,Sigma,"$40,926.54 ",1
2014,Power Rangers,"$40,832.75 ",1
2014,Saigon Jokers,"$38,000.00 ",1
2014,Team KaLiBeR,"$32,480.00 ",1
2014,PENTA Sports,"$32,452.29 ",1
2014,Counter Logic Gaming,"$29,500.00 ",1
2014,CDEC Gaming,"$29,342.18 ",1
2014,Team LoLPro,"$28,250.00 ",1
2014,Young Glory,"$27,603.34 ",1
2014,Zenith of Origin,"$26,702.36 ",1
2014,Team Coast,"$26,700.00 ",1
2014,froyotech,"$26,584.55 ",1
2014,Gambit Esports,"$26,500.00 ",1
2014,LGB eSports,"$25,750.92 ",1
2014,CNB e-Sports Club,"$25,726.73 ",1
2014,Rising Stars Gaming,"$25,529.72 ",1
2014,Wayi Spider,"$25,513.10 ",1
2014,Cats Gaming,"$25,341.68 ",1
2014,Hard Random,"$23,011.35 ",1
2014,NewRoSoft,"$22,740.49 ",1
2014,ESC Gaming,"$22,233.10 ",1
2014,XMG,"$21,830.32 ",1
2014,Speed Gaming,"$20,747.70 ",1
2014,G2 Esports,"$20,613.89 ",1
2014,OverGaming,"$19,916.27 ",1
2014,DetonatioN,"$19,514.05 ",1
2014,Norweigan National Team,"$19,108.00 ",1
2014,IvDgaming,"$18,958.65 ",1
2014,Vox Eminor,"$18,187.45 ",1
2014,Snake Esports,"$17,896.94 ",1
2014,ALTERNATE aTTaX,"$17,591.05 ",1
2014,Xenics,"$17,427.88 ",1
2014,Singapore Sentinels,"$16,960.15 ",1
2014,Karont3 e-Sports Club,"$16,783.60 ",1
2014,eSuba,"$16,401.09 ",1
2014,FM eSports,"$16,342.71 ",1
2014,Enemy,"$16,250.50 ",1
2014,Moscow Five,"$16,001.16 ",1
2014,Copenhagen Wolves,"$15,828.86 ",1
2014,CLASH Tournaments,"$15,335.63 ",1
2014,Lemondogs,"$15,057.53 ",1
2014,Romanian National Team,"$15,000.00 ",1
2014,Giants Gaming,"$14,966.40 ",1
2014,Team Property,"$13,795.70 ",1
2014,Team Malaysia,"$13,258.00 ",1
2014,3DMAX,"$12,951.51 ",1
2014,VGBootCamp,"$12,039.97 ",1
2014,Vega Squadron,"$12,012.84 ",1
2014,Bangkok Titans,"$12,000.00 ",1
2014,Str8 Rippin,"$12,000.00 ",1
2014,Vitality,"$11,996.08 ",1
2014,Prophecy,"$11,965.00 ",1
2014,FlipSid3 Tactics,"$11,294.30 ",1
2014,Positive Energy,"$11,189.68 ",1
2014,Clan-Mystik,"$11,157.64 ",1
2014,Mineski,"$11,000.00 ",1
2014,Kaos Latin Gamers,"$10,970.00 ",1
2014,against All authority,"$10,564.58 ",1
2014,Legacy eSports,"$10,558.80 ",1
2014,Kuala Lumpur Hunters,"$10,173.53 ",1
2014,Finnish National Team,"$10,000.00 ",1
2014,Project_kr,"$10,000.00 ",1
2014,n!faculty,"$9,982.13 ",1
2014,VwS Gaming,"$9,809.75 ",1
2014,French National Team,"$9,583.00 ",1
2014,vVv Gaming,"$9,551.07 ",1
2014,Team Infused,"$9,369.01 ",1
2014,London Conspiracy,"$9,202.12 ",1
2014,TyLoo,"$9,119.55 ",1
2014,Big3,"$9,021.27 ",1
2014,Melee it on Me,"$8,257.10 ",1
2014,Chiefs Esports Club,"$8,182.04 ",1
2014,Playing Ducks,"$8,164.66 ",1
2014,AT Gaming,"$8,130.95 ",1
2014,Isurus Gaming,"$8,024.05 ",1
2014,Mexican National Team,"$7,717.00 ",1
2014,Wings Gaming,"$7,292.35 ",1
2014,Imaginary Gaming,"$7,189.49 ",1
2014,Team Meka,"$6,695.42 ",1
2014,Dead Pixels,"$6,665.91 ",1
2014,Exile5,"$6,625.14 ",1
2014,Cascade,"$6,244.53 ",1
2014,Shoot To Kill,"$6,000.00 ",1
2014,Execration,"$5,890.00 ",1
2014,ENCE eSports,"$5,806.57 ",1
2014,Tricked eSports,"$5,435.54 ",1
2014,Prime,"$5,402.12 ",1
2014,JusTus,"$5,000.00 ",1
2014,Lions,"$5,000.00 ",1
2014,myRevenge,"$5,000.00 ",1
2014,Orange Esports,"$5,000.00 ",1
2014,Invasion eSport,"$4,764.65 ",1
2014,Control Gaming,"$4,735.15 ",1
2014,Polish National Team,"$4,653.00 ",1
2014,GamersOrigin,"$4,637.21 ",1
2014,Team FeaR,"$4,500.00 ",1
2014,Awsomniac,"$4,174.28 ",1
2014,Team Lucky Draw,"$4,000.00 ",1
2014,HyperGloryTeam,"$3,899.02 ",1
2014,Elevate,"$3,600.00 ",1
2014,Smash Studios,"$3,506.05 ",1
2014,Quarter after Midnight,"$3,501.91 ",1
2014,Korean National Team,"$3,500.00 ",1
2014,INTZ eSports,"$3,434.39 ",1
2014,Bravado Gaming,"$3,135.12 ",1
2014,Noble eSports,"$3,085.00 ",1
2014,Pulse Esports,"$2,952.54 ",1
2014,Mortality,"$2,883.30 ",1
2014,Aware Gaming,"$2,680.00 ",1
2014,LowLandLions,"$2,517.48 ",1
2014,Scythe Gaming,"$2,384.00 ",1
2014,Team Orbit,"$2,373.91 ",1
2014,mTw,"$2,302.49 ",1
2014,Panda Global,"$1,988.00 ",1
2014,Method,"$1,750.00 ",1
2014,GameTV,"$1,672.00 ",1
2014,INSHOCK,"$1,651.57 ",1
2014,Temp.no,"$1,532.10 ",1
2014,GSI Gaming,"$1,509.61 ",1
2014,Russian National Team,"$1,500.00 ",1
2014,Team Saw,"$1,500.00 ",1
2014,Team Innovation,"$1,433.17 ",1
2014,The Steam Co,"$1,429.25 ",1
2014,Team Oxy,"$1,358.00 ",1
2014,XDG Gaming,"$1,250.00 ",1
2014,Project EVERSIO,"$1,224.57 ",1
2014,CheckSix Gaming,"$1,000.00 ",1
2014,Swedish National Team,"$1,000.00 ",1
2014,x6tence,$982.88 ,1
2014,Carbon,$979.00 ,1
2014,Ukranian National Team,$900.00 ,1
2014,Final Boss,$750.00 ,1
2014,El NeXo,$700.00 ,1
2014,Infamous,$690.75 ,1
2014,Hong Kong Esports,$635.60 ,1
2014,Frequency,$620.00 ,1
2014,German National Team,$600.00 ,1
2014,Clan 519,$540.00 ,1
2014,Exertus eSports,$500.00 ,1
2014,k1ck eSports Club,$500.00 ,1
2014,True eSport,$342.24 ,1
2014,Team Menace.fi,$300.80 ,1
2014,Lets Play,$257.96 ,1
2014,Redbloods,$232.84 ,1
2014,DuSt Gaming,$139.27 ,1
2014,PSISTORM Gaming,$75.00 ,1
2014,Geeky Goon Squad,$57.67 ,1
2014,Trail Gaming League,$20.50 ,1
2014,Broken Tier,$20.00 ,1
2014,BOT,$12.63 ,1
2013,Alliance,"$1,678,701.78 ",1
2013,T1,"$1,301,217.53 ",1
2013,Natus Vincere,"$828,395.46 ",1
2013,Fnatic,"$589,785.48 ",1
2013,Invictus Gaming,"$446,090.92 ",1
2013,Fariko,"$432,517.82 ",1
2013,MVP,"$391,944.63 ",1
2013,Evil Geniuses,"$385,199.32 ",1
2013,Incredible Miracle,"$353,652.32 ",1
2013,compLexity Gaming,"$343,445.33 ",1
2013,Team Liquid,"$340,851.19 ",1
2013,Woongjin Stars,"$331,462.68 ",1
2013,Orange Esports,"$317,963.90 ",1
2013,StarTale,"$317,340.78 ",1
2013,Star Horn Royal Club,"$313,341.61 ",1
2013,TongFu,"$305,270.77 ",1
2013,OMG,"$301,320.22 ",1
2013,NaJin e-mFire,"$301,075.94 ",1
2013,CJ Entus,"$276,274.41 ",1
2013,Ninjas in Pyjamas,"$251,849.77 ",1
2013,STX SouL,"$243,064.22 ",1
2013,Team Envy,"$223,768.65 ",1
2013,Team DK,"$211,899.92 ",1
2013,KT Rolster,"$190,165.66 ",1
2013,Gambit Esports,"$175,762.69 ",1
2013,AZUBU,"$174,895.84 ",1
2013,Team Acer,"$167,324.31 ",1
2013,SK Gaming,"$162,219.63 ",1
2013,World Elite,"$160,447.59 ",1
2013,Cloud9,"$158,500.00 ",1
2013,Samsung,"$149,381.13 ",1
2013,Positive Energy,"$142,303.54 ",1
2013,OpTic Gaming,"$139,300.00 ",1
2013,Copenhagen Wolves,"$132,959.97 ",1
2013,Team Dignitas,"$131,304.26 ",1
2013,mousesports,"$120,889.87 ",1
2013,Team SoloMid,"$115,000.00 ",1
2013,Team VeryGames,"$111,361.61 ",1
2013,LGD Gaming,"$110,617.51 ",1
2013,Epsilon eSports,"$103,781.78 ",1
2013,Gama Bears,"$100,954.50 ",1
2013,Quantic Gaming,"$98,765.78 ",1
2013,Prime,"$92,447.06 ",1
2013,Millenium,"$90,365.00 ",1
2013,TyLoo,"$81,901.68 ",1
2013,Team Curse,"$81,002.96 ",1
2013,Lemondogs,"$79,928.81 ",1
2013,Virtus.pro,"$79,291.30 ",1
2013,Speed Gaming,"$78,381.00 ",1
2013,CM Storm,"$78,144.56 ",1
2013,Taipei Assassins,"$72,387.19 ",1
2013,Team Empire,"$72,155.02 ",1
2013,Team FeaR,"$71,900.00 ",1
2013,ahq e-Sports Club,"$69,976.89 ",1
2013,Singapore Sentinels,"$66,504.43 ",1
2013,Meet Your Makers,"$66,324.98 ",1
2013,Team Vulcun,"$60,000.00 ",1
2013,TCM Gaming,"$59,887.52 ",1
2013,FXOpen e-Sports,"$54,964.71 ",1
2013,GamingGear.eu,"$54,909.40 ",1
